,transaction_hash,tx_index,bundle_type,bundle_index,block_number,eoa_address,to_address,gas_used,gas_price,coinbase_transfer,total_miner_reward
135,0x0f6a3656066015b61a15a804fcae1a8448a04787ed0f13eb1d10525a07ca0c7a,131,rogue,3,13398310,0xFc84F9cE5A0BA010344D690f849988FA033031a5,0x3146Dd9c200421A9c7d7b67bd1b75Ba3e2c15310,674207,41820206349,0,28195475861940243
136,0x7e05322321ef669876ec7f110db947f6beb557c7e51d2dbfa91dd7b3b697ebff,132,rogue,3,13398310,0xd0CFDDF01F638bE6Df1411F7ecFf7cCa8Efe0BaA,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,26303,40240780331,0,1058453245046293
137,0x8f23291ae5b8a1dbc372dd4aa424518a38b88cdf931559fd66399ccae54f977d,133,rogue,3,13398310,0x9e5740b945764aa2344f1D068c0bae083f14cD89,0x4Dbd4fc535Ac27206064B68FfCf827b0A60BAB3f,91101,40240780331,0,3665975328934431
138,0xeac247f845fea344f2da94d1adad5ca86cdf7ad736fab0fc816239c6275142a7,134,rogue,3,13398310,0x62Bf0fA09F53369F437e849FE50b633632C387bF,0x39336569ec4B369528fe60FeeE0de2F332615e63,21000,39244926324,0,824143452804000
139,0xa19fd1daea9d0c5f13f3f7b72f3bf7dc16871ffe240e6ec1a68357644ddcadc4,135,rogue,3,13398310,0x609c098e5cfa150437F9a9D2Fa00c9d4E326dCd1,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,47131,39244926324,0,1849652622576444
140,0xcb27e94810a5730d120bf53c5cb30101ebcf8a80b4a4502bc2add75d55c662a5,136,rogue,3,13398310,0x609c098e5cfa150437F9a9D2Fa00c9d4E326dCd1,0x069AB4D67793B881288EFd81Bb62F556c70317b3,21000,39244926324,0,824143452804000
141,0x9cf3762ea87b286e20f7b9d00ae8e3f7e1627c54a552ab59cdda74a5e7508c50,137,rogue,3,13398310,0x1956482EE67Be6Cbc20A7eeb10B15CFe683eCa66,0x3146Dd9c200421A9c7d7b67bd1b75Ba3e2c15310,282923,38240780331,0,10819196293587513
142,0x3856e18970d3751e355f527142da8c4f796f26a1f693c3228c84497c3e7df58a,138,rogue,3,13398310,0x212D094B0b33760b7A7277b679AB2283Cc6B4Bdf,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,65625,38240780331,0,2509551209221875
143,0x424007fed562e3af02bd81116e75ff6b6b989ad7d50c1f51fee2d22e7971b111,139,rogue,3,13398310,0xEA689C682A99592E4a1dcE90496A8bf26EA939b5,0xAaB6e1d449c5066AecAC55da109E58A5a1A3D440,21000,37956627515,0,797089177815000
144,0x76e35e001bb8a1afff644e358b7562a34dcd57bc1de800b15f04b4dfb0f6349f,140,rogue,3,13398310,0x0fe7bb77509849265f762607a39cB645A2dc8Bd2,0x1f41E42D0a9e3c0Dd3BA15B527342783B43200A9,136254,36240780331,0,4937951283220074
145,0x7680fca5802c76ad96f1d3ff9d0f9d62958e7632d1fcd43f1cd84143e54820cc,141,rogue,3,13398310,0x7906428Abaf4740EA6Dd0AF452Ff28b137DBa9Ec,0x881D40237659C251811CEC9c364ef91dC08D300C,175614,36240780331,0,6364388397048234
146,0xbb200f070c19754d05c4ff800570a9b780ca9b597114ea4372aca532135c4d54,142,rogue,3,13398310,0x4666a0Eb8EE007202F1AEe8Bfb633Ef7E58ec38e,0x5166A232cb242507Ed397C0D551757e7E7673F30,21000,35368682527,0,742742333067000
147,0x34ac6f91cb419e8fb7a707bfaaee6d206ceba1e8cfa9b794c893592f8b0ef6ea,143,rogue,3,13398310,0x9d8B036702bf7b75d0c5a1b2aA0f9Bb93DE3cC90,0x5E08E0271E218390A0f8E53e6DBAD5B8BB7e57C1,21000,35150780331,0,738166386951000
148,0x2f9b9d932d683355f11607d24e46bb1f00fa46dbca5d2235ccb5a0d4b0907ee7,144,rogue,3,13398310,0xA314E7d9bB472436c9d07cc92907D971A7a31780,0x3146Dd9c200421A9c7d7b67bd1b75Ba3e2c15310,1134890,35000000000,0,39721150000000000
149,0x7cd054fea1b56fe4b0eca340fe833be1b3d8279a0dba9d08b395675ed07c5f29,145,rogue,3,13398310,0xA314E7d9bB472436c9d07cc92907D971A7a31780,0xA314E7d9bB472436c9d07cc92907D971A7a31780,21000,70000000000,0,1470000000000000
150,0x2291aa8de629a2cd4fe02fe206a48f2f3f4b103467bcab35f5f0e063a9cf5158,0,flashbots,4,13398310,0x000000470fB730dA7103dee1f5ec3FA3cA7929Ef,0x0000000000005117Dd3A72E64a705198753FDD54,215569,34586497806,0,7455776745541614
0,0x5bb3ee64575ac751355929aa1690e5c4b5a500f392ec7581e082cadc3f42e95b,0,flashbots,0,13398311,0x6b41d394e2DfF2DE63f62959A79Dac372379Dd54,0xE592427A0AEce92De3Edee1F18E0157C05861564,167454,1500000000,0,251181000000000
1,0x4b7d6290d3802b09288c513e22a509ad4328fcb7dcd9049832fb0f464f52eb4f,1,flashbots,0,13398311,0xC11099d3CD9686158dB0A40E88267E7b1740958C,0x0000000000007F150Bd6f54c40A34d7C3d5e9f56,165772,73492360454,12182975577329237,12182975577329237
0,0x277ce5bc1775c91b2574ebda34ba8880096edb1948531836a5691848013a5154,0,flashbots,0,13398316,0xC4A675c5041e9687768CE154554D6cdDd2540712,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,116179,40262607586,4677669486847216,4677669486847216
0,0x2aa865be3b1476fc193a8f3ff832805fd05d09de13e102516a043df76b5435da,0,flashbots,0,13398317,0xeBf9532cA9c982b69e91ECbB4B8da3eac65453ca,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,122097,61968633387,7566184230702991,7566184230702991
0,0xce7818f1b6145e23e78a49e8b245d3b8280dc7fb6de2c39a1eda242057fd0422,0,flashbots,0,13398318,0xF5D463E6050f59e47750cb2aF4047CC536D36103,0x00000000726422a6fECb4759b44D47E48Cf746aa,131324,9410,0,1235758840
1,0xca63b4d624c8ef9cecd13acf33d00d41f4e47731c9e2781cfc29d3bff6518a85,1,flashbots,0,13398318,0x405C201964806eab7b0947AE35fB02795404F517,0xE592427A0AEce92De3Edee1F18E0157C05861564,153934,1500000000,0,230901000000000
2,0x873c4eec551daf12a273ca02bbbecb5d231055aeca9bfee4aadb78c73f2d5037,2,flashbots,0,13398318,0xF5D463E6050f59e47750cb2aF4047CC536D36103,0x00000000726422a6fECb4759b44D47E48Cf746aa,149516,640830962442,0,95814482180478072
3,0xf9cd23cc2ccfd1db4bba9c08da6d4c00d0d1e38870cbb9eff116874b7ae84ec9,0,flashbots,1,13398318,0x111f44B699fFE2D4252Ca794ecfDcfdf76f2f183,0xCD9e13b2F3BFC26cd99989fB849a2751932595C4,164309,50923932355,8202951401362251,8367260401362251
0,0xeee35a1efdaeaa8c0498635a015844515962d04678e60cec3e9247674823a8db,0,flashbots,0,13398319,0x24afFAe9C683b7615D4130300288E348E4b5D091,0x9799b475dEc92Bd99bbdD943013325C36157f383,118604,77702457992,9215822327698876,9215822327698876
0,0x58af3147b2f81c2176261ca05c08b9930f52ccb5319bf2a24a7045c2104eccc3,0,flashbots,0,13398320,0x8517a89b9c47A5631098b37587560262494f5C43,0x1d6E8BAC6EA3730825bde4B005ed7B2B39A2932d,93866,0,0,0
1,0xd3b52a59394f5c484270bc9e45fec6d4442e823fd33669396a9231f2060f94ed,1,flashbots,0,13398320,0x2Fe09e93aCbB8B0dA86C394335b8A92d3f5E273e,0x11111112542D85B3EF69AE05771c2dCCff4fAa26,169701,5000000000,0,848505000000000
2,0xc8e837db09c53034287b270b4e27fd9aa6147efc86c52946d82b4d6867f2ed17,2,flashbots,0,13398320,0x8517a89b9c47A5631098b37587560262494f5C43,0x1d6E8BAC6EA3730825bde4B005ed7B2B39A2932d,83744,7150251451981,0,598790657594696864
3,0x900ce42ce50eba7352ce973e944e7fd8284062087d902b5c7a6b59e93c868be0,0,flashbots,1,13398320,0x305bF59bbD7a89cA9CE4d460B0EFb54266d9E6C3,0x4d246bE90C2f36730bb853aD41d0a189061192d3,130959,127790335967,0,16735294607902353
0,0xe7be723be98d807b9daa5b46f32f0be3d27f15e4bd33661573378e357f2c4406,0,flashbots,0,13398321,0xc7952c31134B449Cd9E4f319039977c81E4B11B2,0xCD9e13b2F3BFC26cd99989fB849a2751932595C4,164687,1121034386046,184455102934867136,184619789934867136
1,0x8949adeed6d6b6d4be359e4f47d2517e32e5a6bf5f6837e4a6c3906e869d604e,0,flashbots,1,13398321,0x4970197593EF5aed9D2C33409b953F5f9bb22563,0x00000000008C4FB1c916E0C88fd4cc402D935e7D,165692,0,0,0
2,0x81478083d76181d38368cf10b51be13d04b8b413b39b53889e360352bd2a00a8,1,flashbots,1,13398321,0xBaebFA4bc4a9B53DCd4dF08fc4500DbC129B6E5a,0x11111112542D85B3EF69AE05771c2dCCff4fAa26,488830,118096295,0,57729011884850
3,0x8a93ef1ac12f143f6b22e648922d2483ad0ff908d38b4528bf42fd5b8a657033,2,flashbots,1,13398321,0x4970197593EF5aed9D2C33409b953F5f9bb22563,0x00000000008C4FB1c916E0C88fd4cc402D935e7D,160832,4341545442313,0,698259436578084416
4,0xc0d83ff28c3cd9da5231eeb77251506aa4cbf0b6a362c7858bfa23c49eef01b3,0,flashbots,2,13398321,0x927Cf8ceae6Efb1b7E81f5a7907E0E46d41619f8,0x4d246bE90C2f36730bb853aD41d0a189061192d3,183772,83221215196,8795757683847154,15293729159160426
0,0x2cbcd601dcd531505514a92e114e44a740631e1225a0c9bff7de0d6acf32f0ea,0,flashbots,0,13398322,0x4fB18dF3F504676ee3c599a276996DE92Ff70FF9,0x018D5C4783F5317815f6e8168942a12AddE3CD3C,202063,215424855328,0,43529392542141664
1,0xbba461be9165fbc23ddae5a30ed1478de1ba633a8318d7c4629e3b7fe2ffbe5e,0,flashbots,1,13398322,0x64bbde373e909501de1309231336761AdEaA07d5,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,295692,36915933894,10915746325002391,10915746325002391
0,0x3a070d38a115c2aa5b36341a848c2618c5ef6cac27d50085502fdc86fed5ddde,0,flashbots,0,13398323,0x84152Cc3b560A1deaeC0A87a1FB29466d429C6C2,0x383518188C0C6d7730D91b2c03a03C837814a899,46167,5772487182,0,266498415731394
1,0x0ba568bebccb68c24706cabe1c4b151671c1e61038b2c8dd1a9233613cd59d75,1,flashbots,0,13398323,0x84152Cc3b560A1deaeC0A87a1FB29466d429C6C2,0xfcadF926669E7caD0e50287eA7D563020289Ed2C,128110,47219739599,5448498168165644,6049320840039484
2,0x422aa0017361f5e8c7542ac56a018d57281b61560c7201a69573517974642b33,0,flashbots,1,13398323,0x709D8527320405dF3FDF54dAD6db5458fFFE4B34,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,113488,1500000000,0,170232000000000
3,0x5ec8e07c5fd46063bb842fcad3dabb189034f2b62733b4b6aabf50e8adb1c59e,1,flashbots,1,13398323,0x44dB218Df04797907B2A9ae66223004f61D7F590,0x000000E1fDDF4fE15DB5f23aE3eE83C6A11E8Dd1,110372,71957969041,0,7942144958993252
0,0x254d35daef7e6956808313526fe5de6a8a9812cb3f69eba9db7ecee750a5b138,0,rogue,0,13398325,0x6E90aE41AF1deA6F0006Aa7752D9Db2CF5e6A49f,0x2F9EC37d6CcFFf1caB21733BdaDEdE11c823cCB0,209304,46748997385,0,9784752148670040
1,0xe25284eae59ddd323ff256360a81de5c18da6c62c7150f5f96112165195e2ab9,0,flashbots,1,13398325,0x26cE7c1976C5eec83eA6Ac22D83cB341B08850aF,0x00000000003b3cc22aF3aE1EAc0440BcEe416B40,87003,0,0,0
2,0x10875872c0d5fc5023f7549288188b06c51dfe6fa69f5ef50cea46bfba7c9f34,1,flashbots,1,13398325,0x20F7C7E4b410af0D7309a04792FC22c7b4c7f46E,0x11111112542D85B3EF69AE05771c2dCCff4fAa26,280671,21660835049,0,6079568234037879
3,0xdd662552201a9dba6ae008ac668505b6e1f49bbdde1abfb7cb2e4836e35be61a,2,flashbots,1,13398325,0x26cE7c1976C5eec83eA6Ac22D83cB341B08850aF,0x00000000003b3cc22aF3aE1EAc0440BcEe416B40,77966,12976192671302,0,1011701837810731732
4,0xaf32b19b2454a0c9fe5c07a3406b3cc1efe68086cfe07fb83f1631c8a4f259d8,0,flashbots,2,13398325,0x41D3Ab85AAFEd2eF9E644cB7D3bbCA2fC4D8cac8,0x00000000003b3cc22aF3aE1EAc0440BcEe416B40,95744,0,0,0
5,0x4ab1b06471561a4477c336559347abf66122a7c60f3a55fa8ecaf3fe58d0fe54,1,flashbots,2,13398325,0xDddd34f88B475daE9feF76af218B00CCa0d7a06A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115956,1500000000,0,173934000000000
6,0x23b89f7ebae9fb4e544bca082f8373addada35d1da2083735967179bbc53ef6b,2,flashbots,2,13398325,0x41D3Ab85AAFEd2eF9E644cB7D3bbCA2fC4D8cac8,0x00000000003b3cc22aF3aE1EAc0440BcEe416B40,85763,191684983421,0,16439479233135223
7,0xb6d23f00791360a0283d3ed04c3530dc843eb0eb4700c1e6fe0858f7c1959930,0,flashbots,3,13398325,0xa6Ae57b1dA8238Cd149bC718c40578E4620b752c,0x00000000003b3cc22aF3aE1EAc0440BcEe416B40,110210,0,0,0
8,0xb8124f96ab5480eb9402ea596691ab950d6b7c60794413d5210a03ad30083ee8,1,flashbots,3,13398325,0xBFd294D38d91C99e5ab4aE1bcD38670232D0f96f,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,130445,2000000000,0,260890000000000
9,0xb41a1c668f5a4505ac0f3df30e68908b541914badff0e2be12f45b77274dc45f,2,flashbots,3,13398325,0xa6Ae57b1dA8238Cd149bC718c40578E4620b752c,0x00000000003b3cc22aF3aE1EAc0440BcEe416B40,109588,43064640080,4719367777188449,4719367777188449
0,0x71fbd53eafa6a18ac4ae95d683cc25b7d212a84b7275172c860ca5a389574138,0,rogue,0,13398326,0xC691d74aA756eBD94800253f1674Fda9Ba612529,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,130546,1500000000,0,195819000000000
1,0xc103de84425d2280eea3619cc2b59bb9678187c44d901798c6958280cb697193,1,rogue,0,13398326,0x5AA3393e361C2EB342408559309b3e873CD876d6,0x58418d6c83EfAB01ed78b0AC42E55af01eE77DbA,164790,1000000000,0,164790000000000
2,0x5aa0a653c19f98a0c8ced1ed54e8b1b43397726fb44ed402805ed2c28c752714,0,flashbots,1,13398326,0x77eF6042c83CE72C938D74388f8d47b924Abc726,0x7Be8076f4EA4A4AD08075C2508e481d6C946D12b,227965,38955850260,0,8880570404520900
0,0xb037a19c6e9434c3b2b3a5c1184bd4c1afa3f0d06c96207dd95493a68e1d1680,0,flashbots,0,13398328,0xf95E0918A6E1b285E54F28bF42482BAfC2F292a1,0x00000000116579a5Ba59E2F22e77EDE26809B970,264566,6002803530600,0,1588137718876719600
1,0xfca7cc3395b90f43f70c18a97430764ebbd6d4a50c833d78a6fe9eef9749872d,0,flashbots,1,13398328,0x26cE7c1976C5eec83eA6Ac22D83cB341B08850aF,0x00000000003b3cc22aF3aE1EAc0440BcEe416B40,87072,0,0,0
2,0xb3f53a14a4ad8d3f123d48d34674fedc1341367f2e8eee1d38bd826364e04974,1,flashbots,1,13398328,0xe9822F18F2654e606a8dFF9d75EDd98367E7c0aE,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,232323,52361901052,0,12164873938103796
3,0x41c7cfd5954af109356b07f1818cef7bb3dd9d69397199a1f7c3038528053e1e,2,flashbots,1,13398328,0x26cE7c1976C5eec83eA6Ac22D83cB341B08850aF,0x00000000003b3cc22aF3aE1EAc0440BcEe416B40,78247,4468161804108,0,349620256686038676
4,0xb50005452e9c892f90af4a218a07e03b1cc944392de2d8d4a97c97d0c4d94ff8,0,flashbots,2,13398328,0xd6f660Aea79dABd5220332a73D4effaeB70B3547,0xa405e822d1C3A8568c6B82Eb6e570FcA0136F802,54657,6000000000,0,327942000000000
5,0x87986fd3a33e928b04fa9c85482721f0207a5c0a5044c94425bd2f9da9e0f329,1,flashbots,2,13398328,0xd6f660Aea79dABd5220332a73D4effaeB70B3547,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,30428,6000000000,0,182568000000000
0,0x73db49a562c1164d54a132ba9878879d4676b18d7e9e07ede6d4081920f542be,0,flashbots,0,13398329,0x1dd71645847BA3A22df1261aD32d66d9a701552d,0x7Cf09D7A9A74f746EDcb06949B9d64bCd9D1604f,161902,800000000,0,129521600000000
1,0x7cffb6991aaba987490743a842597694c5a9a541e43a66fdb5666dfd3debfe28,1,flashbots,0,13398329,0x616ed054e0e0fdbfCAd3fA2F42daeD3d7d4eE448,0xE592427A0AEce92De3Edee1F18E0157C05861564,393992,1500000000,0,590988000000000
2,0x1c3550a1e431fffa9ab4318c6d5a7727b9ca8f5aec078fbf45fa369ca75945ab,2,flashbots,0,13398329,0x1dd71645847BA3A22df1261aD32d66d9a701552d,0x7Cf09D7A9A74f746EDcb06949B9d64bCd9D1604f,177229,187615631090,0,33250930682449610
0,0x628cc3deac5e51a4360fe0bff2c99888f9d55a3de41af48bb610b53ba0ac7b7d,0,flashbots,0,13398330,0xb58555FCBa6479FcED7dE1485eB054943a09af7b,0x00000000003b3cc22aF3aE1EAc0440BcEe416B40,140424,0,0,0
1,0xa05bbbbe48734209c4c8cbb15fd0a14afafdb11174c0a8276d60e5cd8ca86da2,1,flashbots,0,13398330,0x71FF570211C0b6469823672dA01b7C658c2333B4,0xE592427A0AEce92De3Edee1F18E0157C05861564,266024,2000000000,0,532048000000000
2,0xb63612e5597250c5711525eea4f6eed8da2a159e74992a925f15c3eb4ac476ea,2,flashbots,0,13398330,0xb58555FCBa6479FcED7dE1485eB054943a09af7b,0x00000000003b3cc22aF3aE1EAc0440BcEe416B40,160239,229761858379,0,36816810424792581
3,0x15e35ca3ee3c618fafcbcea01f0e245385fd67d1e54ce45e35ec3d789ed024f1,0,flashbots,1,13398330,0xC4A675c5041e9687768CE154554D6cdDd2540712,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,122602,48535042488,5950493279184705,5950493279184705
4,0x34dff59be655c6fddd3e356f6519f183ccd426390de0d6f5d49a87c237570fd4,0,flashbots,2,13398330,0xA3b705b33a441ff73789eD7C84d9D79976e1F11a,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115841,1500000000,0,173761500000000
5,0xc0094a3ce744e002c745b514e76a5b00880ddd418b2973807e0b0542ab52b3ac,1,flashbots,2,13398330,0x44dB218Df04797907B2A9ae66223004f61D7F590,0x000000E1fDDF4fE15DB5f23aE3eE83C6A11E8Dd1,112658,79350757973,0,8939497691722234
6,0x0c19760255d77d3e079552f8f50e5d695b9547f522c9b8e46815eb9b1576f78d,0,flashbots,3,13398330,0x5a243879D1A43F48042c33BBC8051c69756F67D4,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,294374,22910516912,6744260505741234,6744260505741234
0,0x2a9a7168b4670e536098fa76ce89a1342cda3b97f78eeb29cce47afe1a95e664,0,flashbots,0,13398335,0x38563699560e4512c7574C8cC5Cf89fd43923BcA,0x000000000035B5e5ad9019092C665357240f594e,87668,0,0,0
1,0xb1e2bc4651cb7a2f5111dac325345d144e2f2a2a2b472346684ff91f7f9777de,1,flashbots,0,13398335,0x20F7C7E4b410af0D7309a04792FC22c7b4c7f46E,0x11111112542D85B3EF69AE05771c2dCCff4fAa26,757865,22458374671,0,17020416120037415
2,0x9d21128b310998f89b52beb1b215a134ac226882830bd110428786c934173b70,2,flashbots,0,13398335,0x38563699560e4512c7574C8cC5Cf89fd43923BcA,0x000000000035B5e5ad9019092C665357240f594e,86996,48266746467194,4199013875660092785,4199013875660092785
0,0x664f184198f2f056b50778bd3e630f2e50b2756960cd39cfcf0b8a17b0c99999,0,rogue,0,13398336,0x5AA3393e361C2EB342408559309b3e873CD876d6,0x58418d6c83EfAB01ed78b0AC42E55af01eE77DbA,151378,1000000000,0,151378000000000
1,0x830499e3ed26dbe271a7efafcb52666e86ddc3e44d4c38b39397a628a55f1eaf,0,flashbots,1,13398336,0x53D8a6a3368FFe7B844782D8A037012497110D81,0x4024fe8187F0F31e72914A7d5014B29A88F07747,227463,1268731676752,288589513389112259,288589513389112259
2,0x588531bc036514f479c6c012e237eeb8ac8e55ee17b8a3f07306aa301453cef9,0,flashbots,2,13398336,0x927Cf8ceae6Efb1b7E81f5a7907E0E46d41619f8,0x4d246bE90C2f36730bb853aD41d0a189061192d3,184615,983893356835,0,181641472072093525
0,0x0a0c21af6edf85c10677100f18b363baed4097262766d05cfcacf56865b95925,0,flashbots,0,13398337,0xd6f660Aea79dABd5220332a73D4effaeB70B3547,0xa405e822d1C3A8568c6B82Eb6e570FcA0136F802,93744,0,0,0
1,0x31ea6ab535b532e8252125849dfe7b82cb4eddc24639b47f3290e157d15ed15b,1,flashbots,0,13398337,0x1791d5ebBdfd565f136e60A3c43269b148f92B44,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,99080,1500000000,0,148620000000000
2,0xfb261cdea4fa21124806ac05e6516e93326a3722e3156b62f00459ec4a824426,2,flashbots,0,13398337,0xd6f660Aea79dABd5220332a73D4effaeB70B3547,0xa405e822d1C3A8568c6B82Eb6e570FcA0136F802,83536,5074619827551,0,423913441914300336
3,0x9ceb5524a94fcf4a118430a8ffff07dd478323b71766730472b6fb3a91a6a900,0,flashbots,1,13398337,0x156d44552196CD60a7558E5Cfd42A25b41E5445c,0x8FE7d9643077b4aB2885cB2dAD4236cc4784413F,150244,179564361869,0,26978467984646036
4,0x88facaca82b9e3d7db61c191185357da1be3d4b1a8ed3c28e0085b3ecfc3eb1d,0,flashbots,2,13398337,0x0F4ee9631f4be0a63756515141281A3E2B293Bbe,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,98965,70580296301,0,6984979023428465
0,0x9bfcef5602ae7935f8595e2f507db482c42cd7b36cbf996165d39025c2bf67c8,0,rogue,0,13398338,0xf0290440a16Ec5dBBC37D5CD7EDC0B16e78a788c,0xc040aFA5D1C50b8970EcECfb3fDfaEc2Fe44F9E5,178637,400,0,71454800
1,0xf4af545f7eb88ef85d5afa9704a0253f576af062c3f12b042f2182e605aa69d9,0,flashbots,1,13398338,0xD295879063BE7A6c49F7327AfaA831a4f3f64882,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,202589,74652483226,15123771924436943,15123771924436943
2,0x843a48119158a0e27da2fea7d518a014abaa039edfb7654ff74c4fe0049e4d56,0,flashbots,2,13398338,0x607BD5bBC7C6A2111273b28d4309e5C04b024f00,0x66f049111958809841Bbe4b81c034Da2D953AA0c,88029,19694727178,0,1733707138752162
3,0xb24187f0a6c9194e28d1c4ca296c26375705be748c5579c06f31e7290d634463,1,flashbots,2,13398338,0xD3Fe09B9F3dD4D386b7322f28ee7409e5c8b21Ed,0xe66B31678d6C16E9ebf358268a790B763C133750,185400,55442182571,0,10278980648663400
4,0xd25fd092bf39b02b6588b048b0ea66ce5ead8e849511a51997f2142aa764c7fc,2,flashbots,2,13398338,0x607BD5bBC7C6A2111273b28d4309e5C04b024f00,0x66f049111958809841Bbe4b81c034Da2D953AA0c,86897,174432847652,13446278454852437,15157691162439103
5,0x04c7434c6cd18687928d18991e39a96e8c4b372e774b412fe1cc3f4c6209f352,0,flashbots,3,13398338,0xC4A675c5041e9687768CE154554D6cdDd2540712,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,121651,44114261467,5366544021767410,5366544021767410
0,0x28e50b0d9cf4e9bc5733336305d6f5f75fca8f8e640fa23efb34c816800675e3,0,flashbots,0,13398339,0x0F4ee9631f4be0a63756515141281A3E2B293Bbe,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,98965,75883927827,0,7509852917399055
0,0xb6bba8e350beec9658d1842b796b041457cb95d5254d07581f38ea7ef81a10b2,0,flashbots,0,13398340,0x1335d0a7cbA7e5742399b0C94305136E8f4bc2a8,0x9799b475dEc92Bd99bbdD943013325C36157f383,118544,11807782504,1399741769219028,1399741769219028
0,0x74a381e598cec399f10530ba38a5473c46c8884df78cb71f4bc3cda0d048f6cc,0,flashbots,0,13398342,0x4ACfcc3BeD619324aFf2c0596d87f23b2c03FFAE,0x9799b475dEc92Bd99bbdD943013325C36157f383,118544,89093213974,10561465957402836,10561465957402836
1,0xa947c78a46726026566cf9d08cd69604f88068ef15a4d53d3d9a9a768f08d339,0,flashbots,1,13398342,0x56f03DbC2D16f4A252A7176E1Fc3f05b53C6Aad5,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,283100,67307859387,19054854992598728,19054854992598728
2,0x03f9dc86bf0614e383ad62696937a0ce9f086b0ecb35bb49a1507ca0f75f1a4b,0,flashbots,2,13398342,0xD295879063BE7A6c49F7327AfaA831a4f3f64882,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,204514,44910163971,9184757274422940,9184757274422940
0,0xc3a10b2e131ce8111e3b3010e17c1711f2a50dc8efaaecef07e56fbc7a846996,0,flashbots,0,13398343,0xE03EEBAF8F5B1A723cEC689323C303Ad9918061D,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,122631,39211555718,4808552289326037,4808552289326037
1,0x8a11ba58bf725954ab27ea38c3dfe98f190f18160aef6adefbb789f608a8120c,0,flashbots,1,13398343,0x33ee1FA9eD670001D1740419192142931e088e79,0xf4B00C937b4ec4Bb5AC051c3c719036c668a31EC,29891,2000000000,0,59782000000000
2,0x772e54c5861a1588dbc0fd574f037523e96148c1a0e55fc8373ba48aae181829,0,flashbots,2,13398343,0x53bE8A9AFBe6c38F39F73Bcb29CC87e37C1000Af,0x3146Dd9c200421A9c7d7b67bd1b75Ba3e2c15310,46145,1500000000,0,69217500000000
0,0x9881fcf40d1100057d5bc2816241eee8e85e97c685308e00793a4c3f0c14c4e6,0,flashbots,0,13398345,0x93F635372008B7c5d770AAa6Ff313454c8dc498c,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,253717,70225468643,17817395227873887,17817395227873887
0,0xc762454aec64d91b510106d332f23346d7d8afdfaf95324999872c6c023fc422,0,flashbots,0,13398347,0x7B34d49FABeeB86d785DB00cBe5B730B2AfbF2Ea,0x000000005736775Feb0C8568e7DEe77222a26880,128309,0,0,0
1,0x3704de8d222403d39869f64608caec209c34365f907bfa4dc4e3aa5a4ebf562e,1,flashbots,0,13398347,0x4EF7AAF9113895C6e1Afe608c8ef7C3C54C5e865,0xE592427A0AEce92De3Edee1F18E0157C05861564,189051,2000000000,0,378102000000000
2,0xeced2c5a0ff2b32b02bcaf36f2b2a5d28e4b51f972e4c53666a89ef1164af97e,2,flashbots,0,13398347,0x7B34d49FABeeB86d785DB00cBe5B730B2AfbF2Ea,0x000000005736775Feb0C8568e7DEe77222a26880,124128,244414196666,0,30338645403757248
3,0xa592c3fad98492547989774785a48839fc3450bc5ea7ea570decf4fc1b464603,0,flashbots,1,13398347,0xCB949f634DCA0B791981CE5706774ab91E112b3f,0x5c00AA8dA33ddD5c92E555600383A434f1d284FA,142750,18744184173,0,2675732290695750
0,0xc0774ce7b5708683022af62d94faf9b8f707cc071a0f252b8840994d0c22980c,0,flashbots,0,13398348,0xD7aE8E82B2011B0b6619B44AfB25f093A08A7d29,0x11111112542D85B3EF69AE05771c2dCCff4fAa26,175329,7291873355,0,1278476863458795
1,0xe8785a043c8f28efe814727aa4264b32c4390d7f85c35285ad574248999d9048,1,flashbots,0,13398348,0x464Ec68f0107e715F17A90fF7aFc62af1493E7a8,0x9799b475dEc92Bd99bbdD943013325C36157f383,109800,799879854238,87826807995388340,87826807995388340
