,block_num,block_len,block_gas_price,fb_min_price,fb_min_buddleIndex,fb_lastBuddle_price,fb_lastBuddle_position,fb_lastBuddle_quantile,buddle_num,fbtx_num,nfb_max_price,nfb_max_txhash,nfb_max_blockIndex,exist_high_priority,high_priority_trx
15,13417303,409,114.336065403,27.622643275,0,82.71627434851652,61,15.2882%,4,10,1412.380761487,0x8ef0cd7353d8452bd17e166c1c7e41c39dc3ca38c6362caddaef94ead18c7492,13,1,"['0x1e0e7b8c2997dae6528a0526219425149354b4f0d65024045af34f923b3a53fd', '0x6dd31e30263068713d867dee6e58c3a33c5758db6fa1573eee3c915e3c102cd3', '0x9cafd655a2c328f91c3fd99276199ac6e33b5718d28ddcf2cb30036637c935a9']"
16,13417304,329,74.533983848,65.175524826,0,76.98450736489463,1,0.3077%,2,4,104.535561254,0x37e86b12363c32fcc992c8cc740ea7255355bbf8694a5086e0cca7145fba1c0f,4,1,"['0x478caba3b99890b4dfde40dc6a2d8741e129ba9af2f37bf7d0526673d46c8639', '0x4946c9e9203794062a9fcb058aadd1da961f09325b0aa9bd5bcb6229109e32dd', '0x9c5e2679215ef7888f8ea6d17e9c71f5bf9e03a214cc369a44d84216f4ebe039']"
17,13417305,242,334.164460637,108.03679675114826,2,108.03679675114826,0,0%,3,5,103.958825404,0x6eeaabb084261c7aece627a07251f132589c149ae623e9ff4da1e1243fe90870,5,0,
18,13417311,268,32.91211689,1.0,0,67.220571429,63,23.6842%,2,2,175.70054261,0xd91622500c7efd57a081d6c76157c2f635bcd33f71a666cbc81c58fc9a5b86b5,18,1,['0x7094a456c253f6f1c4f1b9bd350c0c3987c4a9944ca332ad9f4a0f98a4d024cd']
19,13417312,83,192.324900751,21.673680035,1,21.673680035,25,31.6456%,2,4,144.168414496,0x685b1142627aa049a85b8e5d8e02d4b26600cd45a6fac1c1dbcb8e191472fd3d,5,1,['0x86175333d37386572f9fcbb8f4baa5d5a1c30ed5c51b6266652b6374381c8393']
20,13417314,245,45.630731783,20.057996720117952,2,20.057996720117952,68,28.5714%,3,7,155.530073827,0xce6ecaaa79d26f44a744b4db9ff3bc5d7fab731e85624ba3a18df8ed46df1f0b,8,1,"['0x8fcf2dc54adc32c8d4c7bc445a19585e1fae56bcf3f1c28adbb1bca0f07ce339', '0x9adae8005eb6131fc0cc406e6de33baa0bed1506a0b7d33244efa8d846fe91da']"
21,13417315,159,326.839773934,35.380112049,2,35.380112049,45,29.4118%,3,6,215.889879938,0xf37f585a0f0e42ad6cdde3e4bbb8a7a819a957dffb0ad3f6a83277aab1ad986f,13,1,['0x05b488e64e2fbad0fd44e917ea89df7913fcbb323e30d2a4056e11fe6f21196e']
22,13417317,137,862.068828027,862.0688280277465,0,862.0688280277465,0,0%,1,2,148.248627648,0xaa7a8c11f93c4d66fba61aab29c25994cd1e54db07e5cdd40b5eb8bcbb512e9f,4,0,
23,13417320,471,446.006112024,1.2375283244949045,0,1195.985880941,0,0%,2,3,194.003212274,0x1a15e8962ba229d3f2ffe83ceded454c3f7a34a00c75cfdc5101ca2f467d6c03,15,0,
24,13417321,208,40.248711562,27.762165164,2,27.762165164,35,17.0732%,3,3,149.339810673,0x14f012b78fe299048e9c0eef370620f51727d53f77015e7f220b5b322c0ddae1,3,1,['0xad5506abd56d169924a26d9bc49fb5dbd44645263547fbf64584456bbe922be9']
25,13417324,425,50.573518822,0.2681160994448467,0,163.8076166742137,0,0%,2,31,156.065878167,0x354e697fbd3c4ad1151f6fbf83fee7a5ced3d4562f8240b35e7f89afa90598d1,31,0,
26,13417326,78,36.254443507,1.5,2,1.5,55,73.3333%,3,3,144.565903956,0xa9aa9a8614fa34280c2f0e67aa6446b79baed142b118eeefbc10baac02c53cf5,6,1,['0xfecc824bbf2920c80917c6fc0b824de4e907f0ebe27d880e7279a3cdc90a7902']
27,13417327,368,481.715891854,201.88024824922985,2,201.88024824922985,4,1.1050%,3,6,923.48600168,0x05355634d05b7caae8edd87eb034360bdb6a090e63056502d28746df63d08ec1,6,1,"['0x8ce62f93d7dd45cf670dae5b4f7e4fa4211b04cadc5d1b0a6d072106355b23f6', '0xc0804894e55aeca76a9713b799d7d752ace9f0b3f1d3d6868962911f70515c3c', '0xc29ab279bdb2b8bb219d8e16e3177822a946f3a4c6154d7e2a13d08e2a7f22de']"
28,13417328,470,955.83073039,304.338481564414,2,304.338481564414,5,1.0846%,3,9,1198.113021575,0x5d5f43a62f1aa2c9d72399e0f8d1b1d6927b89d0cc4ee0e8f8d3f69e8c72f7c2,9,1,"['0x934e81585cf7af85fb231952cb18845663e82435cdeae2a213be44002c8ad21d', '0xb8602deb1604f326a6327818942a563381f35e5aa190202cbcfe12bbc2697534', '0xe0865011f9d165d01d622555bbc130b72654e5b15fd9045e80c75e89a0e3782b']"
29,13417329,355,303.13619743,75.258366158,9,75.258366158,39,11.5727%,10,18,308.880974129,0x9acfeebd53e0f468c08382ca29684a1e60f545bd6a387003889dbc94d0708070,18,1,['0x5f6d9dd91dd297e98d9bed0ea07a670cce0f7d3937d44b7fbb55f30e029ec94c']
30,13417330,413,648.051186064,227.439092517,2,227.439092517,2,0.4914%,3,6,321.472292828,0x9881a7319e0f7b4dec5e2a648c7bf80fff6151160941243f11aa03f07f481d22,17,1,['0x175cf44581fb76e43d3725a88f2eedca8196829679ca6377917e0c901f2cad4e']
31,13417331,163,25.833283797,4.15e-07,0,15.734491819716121,55,34.8101%,3,5,86.633885327,0x27df5d3ae0590804456098d69e95240a582e2ae237e54efe51bfa9c1921c9c28,10,1,"['0x479c14d820c98989d4177e259b8bb4aa6447d48d86d651cce5bed75a521ef954', '0x91a944e76295d1ae63c76ab20c629c4345ebf624ec69dfbe9c0d2feb291a99b0']"
32,13417333,254,187.538757925,22.722547774,2,22.722547774,48,19.1235%,3,3,954.67665359,0x2e818b818a3d2efa8e3217ef05274c7f8e4f91f4569f2fb8ffe404b1621c59b2,9,1,['0x2bf4964e20f8376e068665b9ddc11d18502a8c95c7a6c1217541d3ded3eab70a']
33,13417334,625,2687.654499975,760.745094606,2,760.745094606,0,0%,3,3,443.061844511,0x7a4a9fe6bae323493795f2fb62809c29161194f53428a2d096f4bba2a282250e,3,0,
34,13417335,492,303.80308295,1.348644740301647,0,550.5191011787866,0,0%,3,6,302.950358751,0x6ddc21d3ec2e7d1017fec0960b1ded1612a6bc2b52657157912d0eff29671c80,6,0,
35,13417336,339,468.83111314,6.731971304853617e-07,0,226.429998398,0,0%,3,4,70.718660858,0x914166f944d8fe0af3a115210238ab0ead054f77963eb82cc0c9a12e39595b2d,11,0,
36,13417337,108,121.323732956,16.267812559971564,1,16.267812559971564,32,31.0680%,2,5,433.554782168,0xd9c255bb74ee0f08f5b2c6c00cf93f9c3c73278594ea2043a1e4415f80c3b0fc,6,1,"['0x0a3996ecd53c83722af180cf709e0e507ffc51a89647500151f0eb01c427f054', '0x42fd93c523df4acb7a93aae5c205e032f6083f45afb602dace5e79f395847ae3']"
37,13417338,194,260.675123646,41.09257501,2,133.328632633,0,0%,5,10,122.081323288,0x2a6690cb911ce6291900f44518ddd7537453100cfa5dd866e369aa99f026b9a4,10,0,
38,13417339,259,1785.840449397,95.367743058,4,95.367743058,0,0%,5,17,74.930914195,0x4acc4da94a1be44823bfe8456f8f481d27b3ea8d2c984e8916fb57397d5099df,17,0,
39,13417340,120,141.21289461,113.559148018,2,113.559148018,0,0%,3,3,89.194666214,0x42300b2734507899615c2d607561926c77863050d4ddc995ff828060b48a7dbf,3,0,
40,13417343,342,656.571502306,72.3543949306523,2,72.3543949306523,12,3.5714%,3,6,405.254597459,0xe005a07fc142d68f0f52b6f8cb8ab0862989be0ae661fb572b297fe27e153d9e,16,1,"['0x8302491d6bcb46d2003de243ece184ec2e659aec62f3a1b1d023cd2ece4d2f56', '0x8dd0652ba227484586e8e319b8276b52074482d240333b6c32f59261b882f681']"
41,13417344,32,111.964385394,57.005441816,2,57.005441816,4,13.7931%,3,3,59.691462863,0x884c1e7a95d9a2ac3155f03050da11ecbd524a3bb78d9ff2493fb2bd9f0cae76,3,1,['0x4e6d70f1232d40c19d4dbaac8c0fbb397aaf8165caa93083c230954472867b3a']
42,13417345,272,452.20213373,49.355364278,5,49.355364278,56,21.3740%,6,10,291.237329651,0xdf8874d53643564e05bfe8323e38d2664e911662955a5c2e7d1fdfab8ba64d9b,10,1,['0x925fabe18c1aa1c76a6b2cedc1efa517dbe27f48eff2d02ebc67e4a7cd45e2e5']
43,13417346,262,1893.838700406,11.196150251339072,5,11.196150251339072,132,51.9685%,6,8,117.232688407,0xf62c1150fde3d676d696cc9c6054d75f40cde172ce7d8229f0e78895413ae3f4,8,1,"['0x16a3eac85d54d04c09225676de4c0368b0c20be4c1675caa7b86aeba3eaa46b9', '0x27f91e44df1704dc3617a4a3470c996210627f7d1050fa5d0267656002cd00a7']"
44,13417347,185,203.448389145,203.4483891449384,0,203.4483891449384,0,0%,1,3,130.284149962,0xa8dcf041eb5167a086257b99bf6dd7801d917ff9a5c8a4aaf723c4d67d4af415,6,0,
45,13417348,417,601.248059466,1.5,8,1.5,395,98.2587%,9,15,194.707208759,0xa40b0480c22122fbb30897552fd7df3dda2c962594b5cc347638757905e7ec40,15,1,['0x612f698c13cdaf065ccc84bef3891e347ac5fe29e6932a291feb064a57c2e4c4']
46,13417350,97,62.353417422,0.959154768759095,0,3.0,19,22.6190%,3,13,84.515338281,0xb922189f6d27527a8b898d797455db7ebff200852fbae378cb63bfe24312ab9c,13,1,['0x25cb5436ed506e364c01dcc7a3f78f79fd38b0362d334ddb68c102cd7fc13631']
47,13417351,222,107.459969974,81.07569806527309,0,122.60036229833106,3,1.3761%,2,4,404.394845155,0x439cc85080f11cd53b0a20e3336da314aeb4c783586039a0c4528782d53db09c,11,1,"['0x2e9b592fdeb603e16b424f929915e45ce85a287ccffda86c09948affa266d3ea', '0x899c827e7c44a6d07b1581fe9afb25714d25747413c6a4e52c557e13856a0dda']"
48,13417352,251,49.450412487,49.450412487,0,49.450412487,55,22.0000%,1,1,246.736656627,0x8e12e5599b3f4050ff41635ed3ed64e0208e5d556c395a97a27f9f27510e131c,1,1,['0x2517ad7709a886d27b8b264fb2d57edf1e26132802bdb7ee5c80f4d0936fa58a']
49,13417353,42,52.719805822,52.719805822,0,52.719805822,6,14.6341%,1,1,66.569432535,0x0dfd8c8a176ecfd97739342b6dfab2b89730f95d849886c74a311e70226851a3,1,1,['0xd54de1028e725e9702d5c6847b241287b9af85a51ccbfaa7e6e011b997d9133f']
50,13417354,312,380.403622661,74.482353029,2,74.482353029,8,2.6230%,3,7,114.34171236,0x44c2be04c05129ed428061d1ebfbcc63ef4f58cf41590acbea683ed38b1552e9,7,1,['0x14bf7791ff2055bd62b8c55d62372b4f2b625652928b4c51d246e3dae8069d07']
51,13417355,65,199.509693977,110.309520408,2,110.309520408,0,0%,3,5,81.68946668,0x27d960b7b267714d7e1b154373ac128cdfdc65c53c785ed0e71841f1111bd91c,5,0,
52,13417356,381,202.129986009,12.714630099375919,0,81.509838498,30,8.0429%,4,8,142.836268243,0xfbc27ef70a2cd79183650b4f7f8fe20e1f65b50f155d5a398f16d7d300a94eb7,12,1,['0xb54b794502bd5748a182c67aaa6e0624f1a218aaa0af07b814e78f8b8cb13d82']
53,13417357,82,31.184261987,8.796544259,1,8.796544259,59,73.7500%,2,2,99.177173142,0x92436946598f93c5e9864c33f0b6e45e292cacb361a0fb51c5b9128c515d9978,2,1,['0x7fe0a8d2620fc2b8bc54ec5b62b597741bc69637d80850b4ef6d8347e0c67ef0']
54,13417358,232,78.760722335,52.090188998,1,52.090188998,37,16.0870%,2,2,113.44864281,0xdb7bc49cd92f2bd6efc5fa7e4c7ca6723b0fb31dc275363d4c9a5a62ecdc1315,8,1,['0x2e73424d36613b2863ea3dcc2602254d3b052bfa310f6cd9fa9a16ccf2b903ba']
55,13417359,416,275.254055079,114.241554858,2,114.241554858,9,2.2059%,3,8,433.181257239,0xb23c348d07ba34273385ba2cd0888cf3d0b34c5f097699f2d5393cb82b252821,8,1,['0xfd0c460d3fa0a9357555eddaee4a2c1c17a0f00cb934f5da9199a0e6c8e35098']
56,13417360,233,38.659530153,18.642732154,1,18.642732154,12,5.1948%,2,2,112.331943725,0x0a5273c4e276a559d326674cd79463ac372dfad15fb796bdb2e7f45aebbe60b9,4,1,['0xbb9602cb57703ad20d518ffd3eab25aaf4e38edb7b653b8e6d3cde1f82b77535']
57,13417361,69,86.683857069,2.0,2,2.0,22,33.8462%,3,4,139.277889228,0x3c95710a4721464061b11dd857c9544c7c8385f5e7a99e3c834fbebfbd5a4da8,13,1,['0x5e6806f12150c970b20c8db8098d68a2330fdd26aef2283916c1bc1ab2ed756e']
58,13417364,248,536.843610349,3.9030735203328414e-07,0,21.968988824,64,26.6667%,4,8,177.72528832,0x67498ef8b29cf02cb2eb3db05365a8684e5fe7c0626c30d4bf9eb33b697bd704,14,1,['0xe95872daf6b48fafe6bc5966980e9ce8398cebb4584576f5e9c7bb77b9b1d26a']
59,13417365,277,76.764843099,44.55739709418593,2,44.55739709418593,73,26.8382%,3,5,282.844733497,0x377fbf88d6392dee7acf434171d167b15f671d6452ba74662b50df69077347ae,13,1,"['0x9f5dac388fe456beaf15fe530469c1ddf4011c2bf419098864fa0dd7ca1cd619', '0xa8509744ef3981fbbd9a7304477fda976e39d01ee690d605f5893149932af8e3', '0xb54dd654f80559466fe68d6b1decb02bf0d82a9c4551a1fe8cd4532be7ef5627']"
60,13417366,90,15.599153302,1.746,2,1.746,69,79.3103%,3,3,87.245534844,0x1bda57a53f2c60cf509b8adcda9de504484db974c2af42c6347e7a3130d21f39,3,1,['0xeadecac4726a258b3d8fab7416313fd99761b9ee1183936a3254e5bc0ecba032']
61,13417368,327,554.000609883,55.989723562,2,55.989723562,13,4.0498%,3,6,151.828705886,0x29b1bc6007beb2c3ebe8ada5af2811d16e8bb99f5fc6e1d7665810f287ff4eac,11,1,['0xc700ac33439b1f7f2ea904c6265da896fe1407d5f405c71fcb7835f412c93417']
62,13417369,147,2696.238169147,126.88957005,2,126.88957005,1,0.7042%,3,5,232.005982165,0x21b224ef35c3ade480fb02e41ae5961ac5e6eabb8f95e08c0b24734bd075050e,5,1,['0xedc7243bf3c42cd568465ce65590cc40643b1df4a98b9dabff646dc278f9c551']
63,13417370,442,116.811880474,1.0,0,151.807513364,1,0.2278%,3,3,231.324343556,0x699dce8ffa9d475f34c54139da196485854aa16b9ad36e7e95862191913b278c,12,1,['0x5debc0cbf6b51bec2e93c3e16df4660d20e5bf6a01b1e07e1b009428fbb3e8c7']
64,13417372,299,105.884193077,57.683458821,1,57.683458821,16,5.3872%,2,2,343.266052352,0x61316cf30023b095e78e421660fd0f9fd061f000eb642ef75bebc57a8488bf99,2,1,['0x82138a860782785ac3f535c9521339f7ea1b0b8b90a1dbed41235cb8daaf57f4']
65,13417373,44,15.888744565,2.0,2,2.0,23,56.0976%,3,3,97.504132253,0x7ea36b26cbfe2caec6c279685350dcfd425e914c73a87f31e6efc6de5668598c,3,1,['0x99267e8825038b9e1eff0298d39c17b965efc0a13765b4bbfb9ae83cb6d4941c']
66,13417374,168,96.68535053,0.0,0,122.555420537,0,0%,5,6,95.096406131,0x4ebe362835de7f960c0b9adf84102b71d328fbcd6aaa6984e3328846dc7465f3,6,0,
67,13417375,260,69.394503206,50.358809155,2,50.358809155,59,22.9572%,3,3,850.451531671,0xe139c12f7ec5dbe2b1ac614679e5e068a610eef3de3af9a47238c1f6e90be280,3,1,['0x75fdb3c8cb3fb7b097d3220cd9dcaa6b0b6ee93578ba39c4d6fffaa398be68ce']
68,13417376,471,498.137713698,37.326416504,0,325.42907111822024,0,0%,4,8,125.260622635,0x37463bd68790e2ef6a095722640312f3f8cf2d9d2c2bd1b6b448eddca5f29be3,11,0,
69,13417377,379,174.11874713,1.000000001,0,77.8866865,36,9.6515%,4,6,400.0,0x54b01a28fdbba32b3552ff164d104f1ce67d0929fe4b1a86dd9963fd545cf833,17,1,['0x99541247831f36b936d45bc905172ad206a0890ea26e6f60bd180cebcfd396b6']
70,13417378,146,18.904680745,0.0,0,29.894948439,26,20.3125%,3,18,188.393591739,0x1d2ac907c61cdf4c78dbb7673d0eccc3b5c041f8c9ed02c9fa0b678968e3946e,18,1,['0x17c06639afeed40e8a1783e8acc24699bc325c6aaf601a627d24a6aec7a23eef']
71,13417381,340,32.385312054,2.0,6,2.0,210,63.4441%,7,9,128.043596497,0x0c49619d476d81b73598863b8936686432b926080bd565742fde3ff3cdb25097,9,1,['0x6928f70a81692f7625cc47b73a565f51c3e31de6db5e393a5555052b05fd8048']
72,13417384,268,483.753284387,483.7532843868307,0,483.7532843868307,0,0%,1,2,330.0,0x459f6708d762fedf9d9e0dadb3a45053c4ca5ff480e3625056629adaeb58b65b,2,0,
73,13417385,121,81.974707143,66.446280814,2,66.446280814,0,0%,3,3,60.603725565,0x9af367ec792b9af712982a2232765d09d56d3ebbee2a7b4707366d45494f1445,6,0,
74,13417386,152,45.872055215,7.20703405,1,7.20703405,41,27.3333%,2,2,200.0,0x5769dac0956d0f93c83322b892a208d9656c93d0b4d0ed2aef771079ece774ca,2,1,['0xbe89dbebe4d9c8498ccf8f02e6690e4e252206c20bfb77c0423f66ebfeeae111']
75,13417387,142,304.088000577,74.739947665,4,74.739947665,0,0%,5,20,72.858947665,0xe6b1b428169ab0d4f52c07b3aaa8ee6fbebe4489724b720f360b2cfd1c0e2d97,20,0,
76,13417388,386,207.421468539,38.79971430868283,6,38.79971430868283,90,24.3902%,7,17,250.0,0x60485628d6646d2b8a2ce6d08e5de314adb46af10fc643202c02a120c3a2e55b,18,1,"['0x1c46f6f3ad4afafd27f6f00956a84da449191e727009d858744e52daa427a6d8', '0x8279955ef778df52a232fa7b510ab9f9b2ceb5a9ad2ef6aacaeee00004675cb8', '0x88b6c6f9b54bd8e5238d9e727837b6730b83aabe43e2af3e550f5049047f9809', '0xdd88c625e99245735fa39f87a8c7ff35ce15bf8965791b7ba32e62cd59ace513', '0xe66005a155877df3a6e7c452d2535607b167f7fe9462609b7c6dca5804245fe3']"
77,13417389,292,720.764467392,276.231462981,2,276.231462981,0,0%,3,6,170.50081994,0x3b2b3901d4107f7b3610c05cd857406080dee89a3be50b018fdcc87f1ac7a3c3,6,0,
78,13417391,129,47.911347611,0.0,0,97.848312917,0,0%,2,7,88.044914091,0xfc7d8b0fb42f6b8cfcf34d8231dd7ea133c48222bd4b1a202ca2c947405528a3,7,0,
79,13417392,204,333.026823491,52.74947000612235,2,52.74947000612235,12,6.0606%,3,6,135.421709842,0x719714f665bf3da9f8f3d88e7fe1fb50eb20ec1b59c40e1bf14c3c44c1c51d1c,6,1,"['0x91cb974516317f1cadc4242a4805f05ad777e12e4b00a9bcdfece0b56b47ec0e', '0xea16e8b797d315f6cf8e8e042805f8c10a4358e3056678b3ad3c94240c820c87']"
80,13417397,467,488.781040949,1.2547681370986234,1,133.638583907,4,0.8677%,3,6,258.272320589,0x21f865859e4d17a2e63c2f88a73d2e8d85cb2167e49379fae2e14760dff78955,28,1,['0x89631c879223053bfb4982e23f67992233e0e2e4433f604aeac3827e18967226']
81,13417398,319,821.131431145,5.310177642,0,212.04723351885974,1,0.3226%,4,9,263.86521879,0x7905119a4fd8f6352c829ed38cfab82e6ee222d7d0bdcc9816a210527f4d3dc0,27,1,"['0x077e62d753a08ae1c49fc27b709624f41adab62b9b61ae5889fbae6d4bfb0710', '0x7f71e0833452e90a655b07e31ffe84c3df05056656f987ee66d4d7a8996bab42']"
82,13417399,171,74.248468486,39.63152305457828,1,39.63152305457828,5,2.9762%,2,3,157.810756137,0xcc78425c026b81c31564f6196402757d471d8dd494b21cab584d6762415d9c38,5,1,"['0x2eb80c3c1c283f15f28dec71b8667aca394c6f13c19fa5199c497e9717e2a58a', '0x82c8058c419c2d9a04dfa02c61bd08f7f8dce487e468337a1112862ab0d38475']"
83,13417403,135,40.27339478,40.27339478,0,40.27339478,14,10.4478%,1,1,133.756367217,0x4c01d2c6d933def21cbc7361ef6d6bc20a1e014b0218b3594ea196bc748d06d1,1,1,['0x33b3641536c957e9d00c64e877e39357b935123b270c259c789e013f000f106d']
84,13417405,451,108.746549633,84.48611833987728,2,84.48611833987728,52,11.7647%,3,9,131.913915654,0x16a3a0935149e3c60f77185eb84413fab0537dc87a616c8f5c9036f319e7ca81,17,1,"['0x426e8fa1bfe77720713ee5eb7c46f074eb93ee4b1d46ec855c76c647d160932c', '0xbd593eaf5a94fb545fd9a44e8046b652272a60c981ea92f764c897a6adb31c3c', '0xe26b9de710dc9c816ba066016b8eec2a42b3c336df2830a651b227b2a727880b']"
85,13417406,174,64.174591744,1.0,0,31.724,32,18.8235%,3,4,315.203251128,0x24f787ebd12287299bf776eac0fa3ac70037c87ced35d919af758fe3b336be7b,15,1,['0xcb142e54aac7a2b286753687bcae67c58d9c88aa5ebb8d98f56029230979403d']
86,13417407,214,74.974033929,68.24551406186431,2,68.24551406186431,46,21.9048%,3,4,192.059308364,0x9431c97f72644deecc9ee342720d972414ee9a20842307b4e2952ddd2adeaa5e,4,1,"['0x1115e98f7eac143d3ccfc7f9f50f46d01f08fa8f88ae8d4584c8b19a566fcf4a', '0xc1d33b675ee8f594c02badc0efb803bcff1dcbdc184843bd2c92ee1431698026']"
87,13417408,121,255.190858483,161.55204333496593,2,161.55204333496593,1,0.8929%,3,9,162.426630991,0xbf34c5bbbfb990d38da67990776b5684461774ee5d11258edee7665193529f11,12,1,"['0x042dbf10185cae7ebffc1abcfd4f4bb91ff4ac9f0ad0359f612a7c337666d6d0', '0x05c90aa372c203c0f54a543dedd8483b87723cf04936f571e1be289cb47450bd', '0x7b5d73009ef541da91d36ef08c3dc5c888d90d9938b7fa5a7bd748dfc20309cc']"
88,13417411,480,4141.881630051,848.119765571,2,848.119765571,0,0%,3,6,343.154633314,0x88317ac0dc940372d8d296e8e6649874912e70c01ec98fbb42b4db7c81b39a20,22,0,
89,13417413,388,173.339541539,4.74e-07,0,242.2000048397246,0,0%,3,4,202.585199988,0x0585dfcdfb6c6326d4fb03992fc965f20484ea64e779487ac763f7d2c8d3ee2e,7,0,
90,13417414,82,182.327483989,154.88094194,2,154.88094194,3,3.7975%,3,3,372.61940495,0xf8b21045e1a02a035974fd255f6d329d3623ad47c6e5a00da3a25384311a5b0e,27,1,['0xfd638c209db7dcad2562be03fd413f8904afc8753c932b1de3f07b5ddbf860d5']
91,13417415,70,209.072918961,86.38794766,2,86.38794766,1,1.4925%,3,3,137.204469488,0xe07e2afff3bcf4af05c04e3c7e69f82c4890959c8a135c75e6eb6d0e7873c1ea,3,1,['0xc3846c9545912f1a0f53c48f470259da7cb2cd7b8cf65dd851b92a4f860aecc7']
92,13417417,240,52.552926119,4.889968432,7,4.889968432,152,65.5172%,8,8,143.889968432,0xec9c263c7e83e085a6198a91a8103041ac69b660aa3c2c9fda2f66df281b5615,21,1,['0x0f8e9c25edbb435f18d8f1f610de0f8807fb86c45fb60f09d3240c925275c7b0']
